judul,genre,year
Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),Drama,2007
Ernest & Célestine (Ernest et Célestine),Adventure|Animation|Children|Comedy|Drama|Romance,2012
Drift,Drama,2013
"I, Frankenstein",Action|Fantasy|Sci-Fi|IMAX,2014
Better Living Through Chemistry,Comedy|Drama,2014
Nymphomaniac: Volume I,Drama,2013
Enemy,Mystery|Thriller,2013
Wonder Woman,Action|Adventure|Animation|Fantasy,2009
"Monuments Men, The",Action|Drama|War,2014
The Lego Movie,Action|Adventure|Animation|Children|Comedy|Fantasy,2014
Nymphomaniac: Volume II,Drama|Mystery,2013
Knights of Badassdom,Adventure|Comedy|Fantasy,2013
Venus in Fur (La Vénus à la fourrure),Drama,2013
Date and Switch,Comedy,2014
"Zero Theorem, The",Drama|Fantasy|Sci-Fi,2013
Winter's Tale,Drama|Fantasy|Mystery,2014
On the Other Side of the Tracks (De l'autre côté du périph),Action|Comedy|Crime,2012
GLOW: The Story of the Gorgeous Ladies of Wrestling,Documentary,2012
Cold Comes the Night,Crime|Drama|Thriller,2013
Chouchou,Comedy,2003
Someone Marry Barry,Comedy,2014
About Last Night,Comedy|Romance,2014
"Grand Budapest Hotel, The",Comedy|Drama,2014
"Oversimplification of Her Beauty, An",Animation|Comedy|Drama|Romance,2012
Bring It On: Fight to the Finish,Comedy,2009
That Awkward Moment,Comedy|Romance,2014
Interstellar,Sci-Fi|IMAX,2014
3 Days to Kill,Action|Crime|Drama,2014
Welcome to the Jungle,Comedy,2013
Non-Stop,Action|Mystery|Thriller,2014
Wrinkles (Arrugas),Animation|Drama,2011
"Garden of Words, The (Koto no ha no niwa)",Animation|Romance,2013
300: Rise of an Empire,Action|Drama|War|IMAX,2014
Particle Fever,Documentary,2013
"Bag Man, The",Crime|Drama|Thriller,2014
Mr. Peabody & Sherman,Adventure|Animation|Comedy,2014
Under the Skin,Horror|Sci-Fi|Thriller,2013
Need for Speed,Action|Crime|Drama|IMAX,2014
Barefoot,Comedy|Drama|Romance,2014
Veronica Mars,Comedy|Crime|Drama,2014
Bad Words,Comedy,2013
Son of God,Drama,2014
Puss in Boots: The Three Diablos,Animation|Comedy,2012
Why Don't You Play In Hell? (Jigoku de naze warui),Action|Drama,2013
Ocho apellidos vascos,Comedy,2014
Captain America: The Winter Soldier,Action|Adventure|Sci-Fi|IMAX,2014
Noah,Adventure|Drama|IMAX,2014
"Nut Job, The",Adventure|Animation|Children|Comedy,2014
King of Comedy (Hei kek ji wong),Comedy|Drama|Romance,1999
13 Sins,Horror|Thriller,2014
Muppets Most Wanted,Adventure|Comedy|Crime,2014
Me and you (io e te),Drama,2012
Free to Play,Documentary,2014
"Unknown Known, The",Documentary,2013
The Raid 2: Berandal,Action|Crime|Thriller,2014
"Brain Smasher... A Love Story (Bouncer and the Lady, The)",Action|Comedy,1993
The Amazing Spider-Man 2,Action|Sci-Fi|IMAX,2014
Calvary,Comedy|Drama,2014
Oculus,Horror,2013
God's Not Dead,Drama,2014
Cold in July,Drama|Thriller,2014
Rio 2,Adventure|Animation|Children|Comedy,2014
"Honest Liar, An",Comedy|Documentary,2014
Fading Gigolo,Comedy,2013
Transcendence,Drama|Sci-Fi|IMAX,2014
Hatchet III,Comedy|Horror,2013
"Other Woman, The",Comedy|Romance,2014
"Haunted House 2, A",Comedy|Horror,2014
Mulan II,Action|Animation|Children|Comedy|Musical,2004
Brick Mansions,Action|Crime|Drama,2014
Locke,Drama,2013
Alpha and Omega 3: The Great Wolf Games,Action|Adventure|Animation|Children|Comedy,2014
Mom's Night Out,Comedy,2014
Lucy,Action|Sci-Fi,2014
X-Men: Days of Future Past,Action|Adventure|Sci-Fi,2014
Walk of Shame,Comedy,2014
Blue Ruin,Thriller,2013
Chef,Comedy,2014
Afflicted,Horror|Sci-Fi|Thriller,2013
Blended,Comedy,2014
Begin Again,Comedy|Romance,2013
Maleficent,Action|Adventure|Children|IMAX,2014
Zombeavers,Action|Comedy|Horror,2014
At Middleton,Comedy|Romance,2013
"Dance of Reality, The (Danza de la realidad, La)",Drama|Fantasy,2013
A Million Ways to Die in the West,Comedy|Western,2014
Edge of Tomorrow,Action|Sci-Fi|IMAX,2014
Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,2015
Midnight Chronicles,Action|Adventure|Fantasy,2009
Million Dollar Arm,Comedy|Drama,2014
G.B.F.,Comedy,2013
Jimi: All Is by My Side,Drama,2013
Bad Asses (Bad Ass 2),Action|Drama,2014
Lilting,Drama,2014
The Fault in Our Stars,Drama|Romance,2014
Tangled Ever After,Action|Animation|Children,2012
Maps to the Stars,Drama,2014
22 Jump Street,Action|Comedy|Crime,2014
"Equalizer, The",Action|Crime|Thriller,2014
How to Train Your Dragon 2,Action|Adventure|Animation,2014
Birdman: Or (The Unexpected Virtue of Ignorance),Comedy|Drama,2014
Boyhood,Drama,2014
Think Like a Man Too,Comedy|Romance,2014
Jersey Boys,Drama|Musical,2014
Nick Fury: Agent of S.H.I.E.L.D.,Action|Sci-Fi,1998
"Internet's Own Boy: The Story of Aaron Swartz, The",Documentary,2014
Transformers: Age of Extinction,Action|Adventure|Sci-Fi,2014
Frank,Comedy|Drama|Mystery,2014
They Came Together,Comedy|Romance,2014
Honey (Miele),Drama,2013
Planes: Fire & Rescue,Adventure|Animation|Comedy,2014
Tammy,Comedy,2014
Colourful (Karafuru),Animation|Drama|Fantasy|Mystery,2010
"Babadook, The",Drama|Horror|Thriller,2014
Whiplash,Drama,2014
Gone Girl,Drama|Thriller,2014
"Angriest Man in Brooklyn, The",Comedy|Drama,2014
Dawn of the Planet of the Apes,Sci-Fi,2014
And So It Goes,Comedy|Drama|Romance,2014
Sex Tape,Comedy,2014
I Origins,Drama|Sci-Fi,2014
"Purge: Anarchy, The",Action|Horror|Thriller,2014
Guardians of the Galaxy,Action|Adventure|Sci-Fi,2014
The Expendables 3,Action|Adventure,2014
A Most Wanted Man,Thriller,2014
Life After Beth,Comedy|Horror|Romance,2014
Felony,Thriller,2013
Get on Up,Drama|Musical,2014
Magic in the Moonlight,Comedy|Drama|Romance,2014
Housebound,Comedy|Horror|Thriller,2014
The Hundred-Foot Journey,Comedy|Drama,2014
Batman: Assault on Arkham,Action|Animation|Crime|Thriller,2014
White Frog,Drama,2012
"Den, The",Horror|Thriller,2013
Jupiter Ascending,Action|Adventure|Sci-Fi,2015
I'll Follow You Down,Drama|Mystery|Sci-Fi,2013
"Old Lady and the Pigeons, The (La vieille dame et les pigeons)",Animation|Comedy,1997
"Giver, The",Drama|Sci-Fi,2014
"Pretty One, The",Comedy|Drama,2013
Revenge of the Green Dragons,Action|Crime|Drama,2014
Let's Be Cops,Comedy|Crime,2014
"Inbetweeners 2, The",Comedy,2014
"Sacrament, The",Horror|Thriller,2013
Sin City: A Dame to Kill For,Action|Crime|Thriller,2014
If I Stay,Drama,2014
"Two Days, One Night (Deux jours, une nuit)",Drama,2014
Coherence,Drama|Mystery|Sci-Fi|Thriller,2013
"As Above, So Below",Horror|Thriller,2014
"One I Love, The",Comedy|Drama|Romance,2014
Headshot,Crime|Drama|Thriller,2011
"Guest, The",Thriller,2014
Honeymoon,Horror,2014
The Drop,Crime|Drama|Thriller,2014
"20,000 Days on Earth",Documentary|Drama|Musical,2014
The Skeleton Twins,Drama,2014
Beautiful Losers,Documentary,2008
"Maze Runner, The",Action|Mystery|Sci-Fi,2014
Camp X-Ray,Drama,2014
"Walk Among the Tombstones, A",Action|Crime|Mystery|Thriller,2014
Laggies,Comedy|Romance,2014
La cravate,(no genres listed),1957
Cesar Chavez,Drama,2014
Who Am I (Kein System Ist Sicher),Thriller,2014
"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",Animation|Drama|Fantasy,2013
This Is Where I Leave You,Comedy|Drama,2014
Angel's Egg (Tenshi no tamago),Animation|Drama|Fantasy,1985
American Sniper,Action|War,2014
Tusk,Comedy|Drama|Horror,2014
Hector and the Search for Happiness,Adventure|Comedy|Drama,2014
Horns,Horror|Mystery,2014
Annabelle,Horror,2014
Two Night Stand,Comedy|Romance,2014
Dracula Untold,Action|Drama|Fantasy,2014
Stretch,Action|Comedy|Crime,2014
Autómata (Automata),Sci-Fi|Thriller,2014
"Captive, The",Crime|Drama|Thriller,2014
Predestination,Action|Mystery|Sci-Fi|Thriller,2014
Justin and the Knights of Valour,Adventure|Animation,2013
Ward 13,Action|Animation|Comedy|Horror,2003
What We Do in the Shadows,Comedy|Horror,2014
John Wick,Action|Thriller,2014
Plastic,Action|Crime,2014
"Judge, The",Drama,2014
"Culture High, The",Documentary,2014
"Salvation, The",Drama|Western,2014
St. Vincent,Comedy,2014
"Rewrite, The",Comedy|Romance,2014
Nightcrawler,Crime|Drama|Thriller,2014
Big Hero 6,Action|Animation|Comedy,2014
The Book of Life,Adventure|Animation|Romance,2014
"Love, Rosie",Comedy|Romance,2014
Time Lapse,Crime|Drama|Sci-Fi|Thriller,2014
Ex Machina,Drama|Sci-Fi|Thriller,2015
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),Action|Adventure,1981
Mr Hublot,Animation|Comedy,2013
Copenhagen,Adventure|Drama|Romance,2014
"Simpsons: The Longest Daycare, The",Animation|Comedy,2012
Generation War,Drama|War,2013
Christmas in Connecticut,Comedy|Romance,1992
Leviathan,Drama,2014
Reign of Assassins,Action,2010
Tangerines,Drama,2013
Life Partners,Comedy|Romance,2014
Drive Hard,Action|Comedy|Crime,2014
New Kids Nitro,Action|Comedy,2011
Dead Snow 2: Red vs. Dead,Action|Comedy|Horror,2014
Volga - Volga,Comedy|Musical,1938
You Are the Apple of My Eye,Comedy|Drama|Romance,2011
DeadHeads,Adventure|Comedy|Horror,2011
The Imitation Game,Drama|Thriller|War,2014
Inherent Vice,Comedy|Crime|Drama|Mystery|Romance,2014
Rudderless,Comedy|Drama,2014
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,2014
Sex Ed,Comedy|Romance,2014
Exodus: Gods and Kings,Action|Adventure|Drama,2014
Wild Tales,Comedy|Drama|Thriller,2014
Jetsons: The Movie,Animation|Children|Comedy|Musical|Sci-Fi,1990
Ski School,Comedy,1991
Dumb and Dumber To,Comedy,2014
The Longest Week,Comedy|Drama,2014
Miss Meadows,Drama,2014
Too Many Cooks,Comedy,2014
Painted Skin,Action|Drama|Thriller,2008
The Theory of Everything,Drama|Romance,2014
Doctor Who: The Time of the Doctor,Adventure|Drama,2013
Virunga,Documentary|War,2014
The Madagascar Penguins in a Christmas Caper,Animation|Comedy,2005
Song of the Sea,Animation|Children|Fantasy,2014
In the Heart of the Sea,Action|Adventure|Drama,2015
Hello Ladies: The Movie,Comedy,2014
Jurassic World,Action|Adventure|Drama|Sci-Fi|Thriller,2015
Watermark,Documentary,2014
Citizenfour,Documentary,2014
Asterix: The Land of the Gods (Astérix: Le domaine des dieux),Animation,2014
Hit by Lightning,Comedy|Crime|Romance,2014
Horrible Bosses 2,Comedy|Crime,2014
Double Trouble,Action|Comedy|Crime|Romance,1992
Dragonheart 2: A New Beginning,Action|Adventure|Comedy|Drama|Fantasy|Thriller,2000
La Belle Verte,Comedy,1996
Penguins of Madagascar,Adventure|Animation|Children|Comedy,2014
'71,Action|Drama|Thriller|War,2014
The Rabbi's Cat (Le chat du rabbin),Adventure|Animation,2011
Still Alice,Drama,2014
Paddington,Children|Comedy,2014
Maze Runner: Scorch Trials,Action|Thriller,2015
Ice Age: A Mammoth Christmas,Adventure|Animation|Children,2011
The Voices,Comedy|Crime|Thriller,2014
Courier,Comedy|Drama|Romance,1987
The Green Prince,Documentary|Drama|Thriller,2014
Dying of the Light,Drama|Thriller,2014
Hellbenders,Comedy|Horror|Thriller,2012
Omega Doom,Sci-Fi,1996
By the Gun,Crime|Drama|Thriller,2014
Kill the Messenger,Crime|Drama|Mystery|Thriller,2014
Bring It On: In It To Win It,Comedy,2007
Fans,Comedy,1999
The Mule,Comedy|Crime|Drama,2014
The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,2014
Selma,Drama,2014
Unbroken,Drama|War,2014
Black Sea,Adventure|Mystery|Thriller,2015
Good Copy Bad Copy,Documentary,2007
Playing It Cool,Comedy|Romance,2014
National Lampoon's Bag Boy,Comedy,2007
Closer to the Moon,Comedy|Drama,2013
"Girl Walks Home Alone at Night, A",Horror|Romance|Thriller,2014
Dave Chappelle: For What it's Worth,Comedy,2004
Scooby-Doo! Abracadabra-Doo,Animation|Children|Mystery,2010
Mommy,Drama,2014
Wild,Drama,2014
Top Five,Comedy,2014
Bill Burr: I'm Sorry You Feel That Way,Comedy,2014
Big Eyes,Drama,2014
"Men, Women & Children",Comedy|Drama,2014
The Interview,Action|Comedy,2014
Kingsman: The Secret Service,Action|Adventure|Comedy|Crime,2015
Bill Burr: You People Are All the Same,Comedy,2012
Night at the Museum: Secret of the Tomb,Adventure|Children|Comedy|Fantasy,2014
Paradox,Sci-Fi|Thriller,2010
The Punisher: Dirty Laundry,Action|Crime|Drama,2012
Seventh Son,Adventure|Children|Fantasy,2014
Corner Gas: The Movie,Comedy,2014
A Man Called Blade,Action|Drama|Thriller|Western,1977
A Merry Friggin' Christmas,Comedy,2014
Into the Forest of Fireflies' Light,Animation|Drama|Fantasy,2011
PK,Comedy|Drama|Fantasy|Mystery|Romance,2014
Chappie,Action|Thriller,2015
The Salt of the Earth,Documentary,2014
The Fool,Drama,2014
Taken 3,Action|Crime|Thriller,2015
Blackhat,Action|Crime|Drama|Mystery|Thriller,2015
By the Law,Drama,1926
Son of a Gun,Action|Crime|Drama,2014
Terminator Genisys,Action|Adventure|Sci-Fi|Thriller,2015
John Mulaney: New In Town,Comedy,2012
Patton Oswalt: My Weakness Is Strong,Comedy,2009
The Hound of the Baskervilles,Crime|Drama|Horror|Mystery,1988
Man on High Heels,Action|Comedy,2014
Space Buddies,Adventure|Children|Fantasy|Sci-Fi,2009
Houdini,Drama,2014
To Grandmother's House We Go,Adventure|Children|Comedy,1992
101 Dalmatians II: Patch's London Adventure,Animation|Children,2003
The Hungover Games,Comedy,2014
The Duke of Burgundy,Drama,2014
Red Army,Documentary,2014
It Follows,Horror,2014
The Town that Dreaded Sundown,Horror|Thriller,2014
Carry on Cabby,Adventure|Comedy|Romance,1963
Carry on Cruising,Comedy|Romance,1962
Bill Burr: Let It Go,Comedy,2010
Bill Burr: Why Do I Do This?,Comedy,2008
Killer Movie,Comedy|Horror|Mystery|Thriller,2008
Sebastian Maniscalco: What's Wrong with People?,Comedy,2012
Stuart Little 3: Call of the Wild,Animation|Children|Comedy|Fantasy,2005
Guy X,Comedy|War,2005
Tooth Fairy 2,Children|Comedy,2012
The Deadly Bees,Horror|Mystery|Thriller,1967
Wicked Blood,Action|Drama|Thriller,2014
Oblivion 2: Backlash,Sci-Fi,1996
Mad Max: Fury Road,Action|Adventure|Sci-Fi|Thriller,2015
Insidious: Chapter 3,Fantasy|Horror|Thriller,2015
Star Wars: Episode VII - The Force Awakens,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015
Ben-hur,(no genres listed),2016
Warcraft,Action|Adventure|Fantasy,2016
Avengers: Age of Ultron,Action|Adventure|Sci-Fi,2015
Pirates of the Caribbean: Dead Men Tell No Tales,(no genres listed),2017
Justice League,Action|Adventure|Sci-Fi,2017
Ant-Man,Action|Adventure|Sci-Fi,2015
Deadpool,Action|Adventure|Comedy|Sci-Fi,2016
Black Panther,Action|Adventure|Sci-Fi,2017
Avengers: Infinity War - Part I,Action|Adventure|Sci-Fi,2018
Thor: Ragnarok,Action|Adventure|Sci-Fi,2017
Guardians of the Galaxy 2,Action|Adventure|Sci-Fi,2017
Captain America: Civil War,Action|Sci-Fi|Thriller,2016
Doctor Strange,Action|Adventure|Sci-Fi,2016
X-Men: Apocalypse,Action|Adventure|Fantasy|Sci-Fi,2016
Untitled Spider-Man Reboot,Action|Adventure|Fantasy,2017
Elsa & Fred,Children|Comedy|Romance,2014
Jim Jefferies: I Swear to God,Comedy,2009
Tornado!,Action,1996
The Blue Lagoon,Drama|Romance,1949
In the Name of the King III,Action|Adventure|Drama|Fantasy,2014
Cake,Drama,2014
Kevin Smith: Too Fat For 40,Comedy,2010
"Snowflake, the White Gorilla",Adventure|Animation|Children|Comedy,2011
Kenny & Company,Comedy|Drama,1976
Delirium,Adventure|Romance|Sci-Fi,2014
Why Man Creates,Animation|Documentary,1968
The Gambler,Crime|Drama|Thriller,2014
The Beast of Hollow Mountain,Horror|Sci-Fi|Western,1956
Mortdecai,Adventure|Comedy|Mystery|Romance,2015
Fifty Shades of Grey,Drama|Romance,2015
Halloweentown,Adventure|Children|Comedy|Fantasy,1998
Halloweentown High,Adventure|Children|Comedy|Fantasy,2004
A Flintstones Christmas Carol,Animation|Children|Comedy,1994
Hedgehog in the Fog,Animation,1975
The Cave of the Golden Rose,Adventure|Children|Fantasy,1991
American Heist,Action,2015
Solyaris,Drama|Sci-Fi,1968
The Pacific,Action|Adventure|Drama|War,2010
Strange Magic,Animation|Children|Fantasy|Musical,2015
The DUFF,Comedy,2015
"Daddy, I'm A Zombie",Animation|Comedy|Fantasy,2012
The Fox and the Hound 2,Adventure|Animation|Children|Comedy,2006
Operation 'Y' & Other Shurik's Adventures,Comedy|Crime|Romance,1965
Project Almanac,Sci-Fi|Thriller,2015
Louis C.K.: Live at The Comedy Store,Comedy,2015
Brooklyn,Drama|Romance,2015
The End of the Tour,Drama,2015
Experimenter,Drama,2015
Mistress America,Comedy,2015
Zipper,Drama|Thriller,2015
A Walk in the Woods,Adventure|Comedy|Drama,2015
True Story,Drama|Mystery|Thriller,2015
Kurt Cobain: Montage of Heck,Documentary,2015
Going Clear: Scientology and the Prison of Belief,Documentary,2015
"What Happened, Miss Simone?",Documentary,2015
A Story of Children and Film,Documentary,2013
"Story of Film: An Odyssey, The",Documentary,2011
Eden,Drama,2014
The D Train,Comedy,2015
Dope,Comedy|Drama,2015
Me and Earl and the Dying Girl,Drama,2015
The Overnight,Comedy,2015
The Stanford Prison Experiment,Drama|Thriller,2015
A Pigeon Sat on a Branch Reflecting on Existence,Comedy|Drama,2014
The Loft,Thriller,2014
Vice,Action|Adventure|Sci-Fi|Thriller,2015
Family Guy Presents: Blue Harvest,Animation|Comedy,2007
Trinity and Sartana Are Coming,Comedy|Western,1972
Kevin Hart: I'm a Grown Little Man,Comedy,2009
Jim Norton: American Degenerate,Comedy,2013
Jim Jefferies: BARE,Comedy,2014
Hard Promises,Comedy|Romance,1991
The Hateful Eight,Western,2015
Patton Oswalt: Tragedy Plus Comedy Equals Time,Comedy,2014
Wild Card,Action|Crime|Drama|Thriller,2015
Paper Towns,Drama|Mystery|Romance,2015
The Wedding Ringer,Comedy,2015
Wyrmwood,Action|Horror|Sci-Fi,2015
The Boy Next Door,Mystery|Thriller,2015
Victoria,Crime|Drama|Romance,2015
The Dark Valley,Western,2014
I'm Here,Drama,2010
The Last Five Years,Comedy|Drama|Musical|Romance,2014
Crimson Peak,Horror,2015
Dragonheart 3: The Sorcerer's Curse,Action|Adventure|Fantasy,2015
Chris Rock: Bigger & Blacker,Comedy,1999
The Natural Love,Documentary,1996
The Forgotten Space,Documentary,2010
Cloudburst,Adventure|Comedy|Drama,2011
Tom Segura: Completely Normal,Comedy,2014
"Honey, We Shrunk Ourselves",Action|Adventure|Children|Comedy|Sci-Fi,1997
Stitch! The Movie,Animation|Children|Comedy,2003
Hot Tub Time Machine 2,Comedy|Sci-Fi,2015
Johnny Express,Animation|Comedy|Sci-Fi,2014
Eddie Izzard: Glorious,Comedy,1997
Northmen - A Viking Saga,Action|Adventure,2014
Superfast!,(no genres listed),2015
Reality,Comedy,2014
Marvel One-Shot: Item 47,Action|Fantasy|Sci-Fi,2012
The Second Best Exotic Marigold Hotel,Comedy|Drama,2015
George Carlin: It's Bad for Ya!,Comedy,2008
Tracers,Action,2015
"McFarland, USA",Drama,2015
Unfinished Business,Comedy,2015
Ghost in the Shell Arise - Border 1: Ghost Pain,Action|Animation|Sci-Fi,2013
Run All Night,Action|Crime|Drama|Thriller,2015
Digging Up the Marrow,Drama|Fantasy|Horror|Mystery|Thriller,2014
Clown,Drama|Horror,2014
Kidnapping Mr. Heineken,Action|Crime|Drama|Thriller,2015
The Cobbler,Comedy|Drama|Fantasy,2015
Ruby Red,Adventure|Children|Fantasy|Sci-Fi,2013
Pan,Adventure|Children|Fantasy,2015
While We're Young,Comedy|Drama,2014
Too Late for Tears,Crime|Drama|Film-Noir|Mystery|Thriller,1949
Insurgent,Action|Sci-Fi|Thriller,2015
La vérité si je mens !,Comedy,1997
The Amazing Screw-On Head,Action|Adventure|Animation|Comedy|Sci-Fi,2006
Midnight Special,Drama|Sci-Fi,2015
"Gunman, The",Action|Thriller,2015
Furious 7,Action|Crime|Thriller,2015
The Final Girls,Comedy|Horror,2015
Spring,Horror|Romance|Sci-Fi,2015
Power/Rangers,Action|Adventure|Sci-Fi,2015
George Carlin: Life Is Worth Losing,Comedy,2005
Legend No. 17,Drama,2013
Love and Pigeons,Comedy|Romance,1985
Get Hard,Comedy|Crime,2015
That Sugar Film,Documentary,2014
Saving Santa,Animation|Children|Comedy,2013
The Brain,Comedy|Crime,1969
Tom and Jerry: A Nutcracker Tale,Animation|Comedy,2007
What Men Talk About,Comedy,2010
Kill Me Three Times,Thriller,2014
Poker Night,Action|Crime|Thriller,2014
Reckless Kelly,Comedy,1994
Willy/Milly,Comedy|Fantasy,1986
Shaun the Sheep Movie,Adventure|Animation|Children|Comedy,2015
Last Knights,Action|Adventure,2015
